116.419881	40.557264
116.650843	40.627598
116.166866	40.524154
116.821471	40.541044
117.130904	40.536906
117.111456	40.60431
117.107945	40.604287
117.110462	40.602634
116.643734	40.736109
117.117607	40.649384
116.166737	40.52478
117.331848	40.640068
116.165295	40.529048
116.165896	40.529132
115.961458	40.522099
117.427133	40.649902
117.175897	40.509532
116.088671	40.550031
116.08929	40.551452
116.510709	40.413025
116.484254	40.412903
116.002086	40.461334
116.765758	40.407368
116.771087	40.401285
117.127424	40.404045
117.127208	40.537566
117.1268	40.537197
115.979358	40.465639
116.343408	40.410499
115.973805	40.472381
117.054213	40.505574
116.97785	40.566341
116.977914	40.567314
117.073252	40.572968
116.842391	40.474826
115.858954	40.478574
116.046238	40.481698
116.227016	40.567982
116.745715	40.792649
117.039222	40.626049
117.226519	40.606584
116.348691	40.694565
117.331003	40.639928
116.145903	40.571418
117.163553	40.69205
116.623269	40.898164
116.711825	40.84591
115.98142	40.466498
115.981511	40.466233
116.561302	40.338083
116.64411	40.736717
116.689945	40.390947
116.460034	40.359906
116.68364	40.410729
115.985166	40.466194
115.984734	40.466123
116.564187	40.336
116.030189	40.434688
116.88052	40.387661
115.983379	40.466023
116.557115	40.426235
116.835126	40.379459
116.841212	40.388443
117.127209	40.537566
116.307379	40.357451
115.987487	40.463298
116.770915	40.431656
116.94054	40.415439
115.979209	40.460811
116.80258	40.414019
116.775846	40.401638
115.997321	40.46583
115.985231	40.462699
115.982566	40.450255
115.986488	40.462429
115.980203	40.461136
115.974923	40.465221
115.996413	40.469144
116.805196	40.420038
115.980739	40.471783
115.97496	40.464703
115.981967	40.450133
115.97827	40.447169
115.984248	40.446901
116.476762	40.412566
116.235481	40.432153
116.64812	40.413093
116.674967	40.432765
115.861512	40.479048
116.688598	40.409902
115.901247	40.380892
115.977793	40.471362
116.835272	40.381419
116.837661	40.428315
116.288318	40.211092
116.238114	40.204376
116.236031	40.204004
116.851427	40.379089
116.852791	40.376548
116.860208	40.373418
116.633003	40.30892
117.003274	40.124441
116.415225	40.218603
117.109399	40.39334
116.727724	40.201037
116.641916	40.325444
116.66413	40.212771
116.579011	40.291344
116.833574	40.377349
116.631873	40.311948
116.907945	40.175964
117.059634	40.19531
116.228992	40.271598
117.051546	40.251494
117.051691	40.250658
117.318408	40.198559
116.129055	40.234048
116.123204	40.234705
115.985204	40.468922
115.987465	40.469762
115.989257	40.135073
116.064879	40.169315
116.40048	40.163721
116.497749	40.155882
116.779866	40.245617
117.267449	40.17918
116.653209	40.288136
116.700474	40.297433
116.647224	40.309224
116.838943	40.372239
116.834345	40.375577
116.635227	40.314679
116.850332	40.370396
116.84999	40.370285
116.845825	40.371386
117.159026	40.18818
117.019633	40.240076
115.905607	40.371218
115.90477	40.37149
116.838391	40.472164
116.845787	40.377398
116.84742	40.375946
116.604052	40.260928
116.850716	40.37052
116.845242	40.370987
116.838812	40.372304
116.844067	40.370003
116.6833	40.295522
116.653338	40.30895
116.627399	40.277998
116.628368	40.292327
116.814981	40.360287
116.633815	40.34148
116.845482	40.373469
116.845448	40.37307
116.84704	40.375931
116.843489	40.363784
116.169781	40.183127
116.631009	40.31502
116.634577	40.332001
116.640497	40.331649
116.63855	40.327813
116.638512	40.32805
116.638534	40.328572
116.414417	40.225872
116.852012	40.384124
116.636722	40.319104
116.639073	40.321382
116.635448	40.316302
116.630793	40.319479
116.638051	40.313324
116.63517	40.341429
116.851119	40.369521
116.532014	40.248399
116.636103	40.316337
